cert,rcon2200_total_deposits,riad4073_total_interest_expense,riad4079_total_noninterest_income,riad4093_total_noninterest_expense,riad4107_total_interest_income,riad4340_net_income,riad4135_salaries_and_employee_benefits,n_missing,riad4092_other_noninterest_expense,riad4518_other_interest_income,name,asset,age,roa,roe,offices,specialization,bank_class,riad3196_relzd_gains(loss)_on_avl-fr-sle_secs,rconk115_ln_rstr_secd_nonfarm_own_pd_90
3693,51530,23,90,1501,1648,169,867,218,389,4,The Lemont National Bank,55457,118.43835616438356,0.3,4.7,5,Mortgage Lending Specialization,N,0,0
14427,224540,1016,1859,8221,10428,2338,4703,218,2455,19,First National Bank in DeRidder,252354,85.41643835616438,0.93,9.51,7,All Other Specialization  < 1 Billion,N,1,0
6646,150668,1392,3993,8419,6586,628,4831,218,2564,44,1st National Bank,178829,112.43561643835616,0.36,3.96,10,Commercial Lending Specialization,N,0,0
18214,1294336,12854,10432,39350,58031,10400,21063,187,11491,762,Savings Institute Bank and Trust Company,1640627,177.47671232876712,0.65,6.38,23,Commercial Lending Specialization,SM,0,0
13955,110027,401,2925,6742,8087,2865,4033,259,1701,32,McKenzie Banking Company,128798,85.25753424657535,2.2,16.11,9,All Other Specialization  < 1 Billion,NM,-1,0
15285,27516,180,60,980,1259,116,561,252,315,6,Canton State Bank,32885,83.67945205479452,0.35,3.46,1,Agricultural  Specialization,NM,-20,0
22600,168314,224,523,2780,6181,3700,1516,252,965,0,Valley Bank of Commerce,186919,41.3013698630137,2.04,21.89,3,Agricultural  Specialization,NM,0,0
5826,829796,4287,14938,30290,33236,10767,16042,192,9415,296,Landmark National Bank,982703,100.0958904109589,1.13,10.11,29,All Other Specialization  < 1 Billion,N,20,0
26398,263449,1347,698,6237,12508,4233,3964,252,1768,34,American National Bank,312933,33.59452054794521,1.42,10.17,1,Commercial Lending Specialization,N,0,0
11301,338768,2592,4711,11891,16057,7082,5310,192,4164,77,Mercantile Bank,463223,113.16712328767123,1.6,16.28,7,Commercial Lending Specialization,NM,325,0
28543,96215,1684,573,3358,6252,1490,2074,211,921,47,Custer Federal State Bank,125986,94.42191780821918,1.15,11.1,2,Agricultural  Specialization,NM,0,0
6760,220858,1354,1532,7539,11758,3172,4061,259,2814,118,"Citizens Bank of West Virginia, Inc.",264083,95.36712328767123,1.23,12.3,6,Consumer Lending Specialization,NM,-1,0
8507,50643,185,168,1048,2108,999,678,252,239,0,Sloan State Bank,57042,129.64657534246575,1.78,15.87,2,Agricultural  Specialization,NM,0,0
11747,170914,515,1926,6127,7058,996,3362,259,2074,0,The Farmers State Bank and Trust Company,197620,109.43287671232876,0.48,4.31,2,Commercial Lending Specialization,NM,0,0
5495,292527,3130,1178,8031,15217,4422,4893,192,2098,45,Citizens State Bank,330644,130.64657534246575,1.36,12.68,11,Agricultural  Specialization,SM,-61,0
17614,570564,7268,2943,12028,31998,15326,7242,250,3437,356,Farmers Bank & Trust,815191,111.85479452054794,1.93,10.62,9,Agricultural  Specialization,NM,249,0
30656,47006,356,138,1146,1672,241,600,218,449,0,North County Savings Bank,51743,132.44657534246576,0.46,5.38,3,All Other Specialization  < 1 Billion,SB,0,0
12384,123184,615,921,3699,5027,1493,2292,259,1101,0,Jersey State Bank,145607,116.36438356164383,0.99,7.68,2,All Other Specialization  < 1 Billion,NM,0,0
29809,550094,3812,1292,12700,20566,3618,6806,250,3627,21,First Savings Bank of Hegewisch,658476,105.43013698630136,0.54,3.46,14,Mortgage Lending Specialization,SB,0,0
26687,87957,190,331,4064,4361,324,1981,259,1296,9,PNB Community Bank,98626,32.92602739726028,0.32,3.09,3,Commercial Lending Specialization,NM,0,0
17068,342218,1889,3190,11999,16232,4544,7058,252,3585,20,Labette Bank,403616,104.3917808219178,1.12,9.84,11,Agricultural  Specialization,NM,0,0
15355,89931,482,525,2163,3982,1841,1216,252,778,0,Marion State Bank,103788,113.43561643835616,1.78,13.96,1,Commercial Lending Specialization,NM,8,0
13380,73833,193,611,2507,2955,457,1366,252,763,1,Community Trust Bank,86289,85.41643835616438,0.55,3.95,3,Agricultural  Specialization,NM,7,0
32082,133537,1154,589,3583,6822,2572,1825,259,946,0,Viking Bank,178724,38.12054794520548,1.48,9.08,1,Commercial Lending Specialization,SA,0,0
6649,67107,269,96,2023,3009,483,1281,218,462,6,The Peoples National Bank of Mount Pleasant,75788,116.24657534246575,0.68,6.21,3,Consumer Lending Specialization,N,0,0
16154,47606,228,348,1251,2462,1281,862,252,323,25,Bank of Elgin,61334,83.76438356164384,2.11,16.13,1,Agricultural  Specialization,SM,0,0
17169,102460,652,406,3210,4983,767,1881,216,851,0,State Bank & Trust Company,116125,66.36164383561643,0.65,5.92,4,Commercial Lending Specialization,NM,0,0
14894,123889,554,593,3962,5775,1331,2121,259,1407,29,The Farmers Bank,140967,85.41643835616438,0.96,8.83,4,Commercial Lending Specialization,NM,1,0
9665,267573,2448,1651,9012,16089,4284,4616,252,3467,14,Kaw Valley Bank,306392,148.9041095890411,1.37,13.23,9,Commercial Lending Specialization,NM,0,0
4977,33026812,294276,491259,1159124,1557669,602345,641672,178,367742,70817,"First Tennessee Bank, National Association",40636055,155.46301369863014,1.48,12.1,303,Commercial Lending Specialization,N,4,0
11750,88325,502,343,2351,3615,895,1367,252,797,2,Bank of Kampsville,106807,110.51780821917808,0.83,5.01,4,Agricultural  Specialization,NM,0,0
13071,420773,2165,3898,15423,21346,7681,10259,192,3384,67,Town & Country Bank,502415,125.44109589041096,1.51,12.61,10,All Other Specialization  < 1 Billion,SM,0,0
10439,80094,155,418,2071,2978,860,1202,259,661,0,The Village Bank,89144,99.42739726027398,0.99,10.58,3,All Other Specialization  < 1 Billion,NM,0,0
24867,38632,0,10760,5226,1534,4562,2255,259,2367,0,BNY Mellon Trust of Delaware,122085,35.38630136986301,4.08,5.79,1,Other Specialized Lending < 1 Billion,NM,0,0
6762,76965,287,319,2799,4013,918,1433,259,1058,6,The Fayette County National Bank of Fayetteville,88210,119.02465753424657,1.01,8.37,3,Mortgage Lending Specialization,N,-20,0
17603,192741,325,5482,7853,8831,5795,4847,259,2274,17,The National Bank of Andrews,216144,73.54520547945205,2.91,27.48,4,Commercial Lending Specialization,N,0,0
12244,91092,1530,1311,3237,5870,2280,1971,211,945,179,First State Bank,152235,114.87123287671233,1.57,13.57,5,Agricultural  Specialization,NM,-34,0
16581,30297,223,115,1027,1395,-148,529,252,310,0,Citizens State Bank,33536,71.97808219178083,-0.43,-4.71,1,Agricultural  Specialization,NM,0,0
3805,41396,201,320,1053,2385,1013,716,252,201,0,Kinmundy Bank,47532,117.35068493150685,2.19,16.82,1,All Other Specialization  < 1 Billion,SM,-4,0
14185,325377,1853,3295,11309,15778,5637,6378,252,3855,158,"First State Bank and Trust Company, Inc.",376995,85.16712328767123,1.56,13.13,6,Agricultural  Specialization,SM,-24,0
6653,6334796,44496,91305,206843,303043,109472,126496,181,52680,3368,The Park National Bank,7753848,110.91780821917808,1.45,17.08,120,Commercial Lending Specialization,N,-2562,0
1517,113900,932,679,5203,4889,-2285,2393,211,2250,102,Markesan State Bank,126766,127.6054794520548,-1.68,-20.46,4,Agricultural  Specialization,SM,-18,0
23702,49035052,1975035,2216254,5810303,12579691,3139972,536383,173,5187599,109807,"Chase Bank USA, National Association",132189851,37.271232876712325,2.36,8.88,3,Credit-Card   Specialization,N,0,0
28611,37683,310,45,1461,1370,-412,718,218,593,0,Pulaski Savings Bank,45154,129.44383561643835,-0.93,-11.8,1,Mortgage Lending Specialization,SB,0,0
4514,105581,561,677,3311,5131,1645,1962,250,917,39,The State Bank of Toledo,117338,92.42191780821918,1.43,16.05,2,Agricultural  Specialization,NM,-46,0
18355,1147410,4031,4174,24408,39541,12234,16515,185,6792,6,North Dallas Bank & Trust Co.,1303979,58.18356164383562,0.91,8.33,6,Commercial Lending Specialization,NM,0,0
12396,357343,1120,5238,10225,11958,4918,4848,248,4182,8,State Bank of Lincoln,394321,115.3972602739726,1.36,14.52,6,Agricultural  Specialization,NM,-545,0
1611,129495,1185,432,4010,5669,699,2777,252,845,51,"Carroll County Trust Company of Carrollton, Missouri",161096,100.42739726027398,0.44,4.81,2,Agricultural  Specialization,NM,-92,0
17982,8322,22,75,342,292,6,155,252,155,0,The Walton State Bank,9026,112.03561643835616,0.07,0.86,1,Agricultural  Specialization,NM,0,0
11063,30705952,31972,540145,1199763,1244647,416585,645894,179,381895,53,First-Citizens Bank & Trust Company,35267496,121.43835616438356,1.2,12.63,554,Commercial Lending Specialization,NM,353,806
13787,82136,530,433,2386,3750,1267,1218,259,685,22,The Missouri Bank II,96274,128.44383561643835,1.34,12.82,4,Commercial Lending Specialization,SM,0,0
17951,416300,3119,4851,15652,17995,3207,8927,252,5071,87,Franklin Savings Bank,484987,149.96438356164384,0.68,6.59,9,Commercial Lending Specialization,SB,43,0
19595,44172,204,177,1120,1961,710,622,252,416,0,The Commercial Bank,50756,53.13972602739726,1.43,17.29,1,Agricultural  Specialization,NM,-1,0
22257,1086063,7269,9304,34044,49022,13506,19640,187,10105,187,Colony Bank,1249790,43.1013698630137,1.11,12.06,27,Commercial Lending Specialization,NM,116,0
1435,643869,11041,3213,13679,38541,16152,8144,192,3930,715,Exchange Bank,938232,89.41917808219178,1.79,18.19,7,Commercial Lending Specialization,NM,698,0
9672,60962,663,341,2602,3575,339,1421,218,792,14,Owingsville Banking Company,69972,126.08767123287672,0.45,7.2,3,Agricultural  Specialization,NM,0,0
29617,76964,284,118,3438,3460,-150,1423,218,1409,47,"First Mutual Bank, FSB",90740,113.43561643835616,-0.18,-1.61,5,Mortgage Lending Specialization,SA,0,0
10639,155458,1111,1563,4847,7654,2774,3086,252,1370,28,Gothenburg State Bank,196320,117.10958904109589,1.7,14.11,3,Agricultural  Specialization,NM,0,0
197,259420,603,1851,7930,11029,4314,4743,252,2556,39,Alliance Bank,304258,88.91780821917808,1.44,12.25,7,Agricultural  Specialization,NM,-33,0
17937,388319,4332,3807,12090,21613,6095,6447,252,4751,104,Franklin Bank & Trust Company,514936,60.484931506849314,1.23,10.75,5,Commercial Lending Specialization,NM,0,0
5580,68889,169,256,1660,2131,441,966,252,448,8,The State National Bank in West,75177,110.43287671232876,0.59,7.08,1,Agricultural  Specialization,N,0,0
24045,19116743,93294,130295,504721,1158768,481294,277922,183,150205,1739,Pacific Western Bank,25702360,36.73424657534247,1.94,9.63,80,Commercial Lending Specialization,NM,8176,0
21567,47912,487,136,2314,3860,487,1070,259,950,0,"American Bank, National Association",54737,45.057534246575344,0.88,9.49,1,All Other Specialization  < 1 Billion,N,0,0
12716,93872,842,385,3390,4997,859,2206,252,903,16,Walcott Trust and Savings Bank,123832,88.05205479452054,0.69,4.19,2,Agricultural  Specialization,NM,-152,0
2718,483044,3037,5427,17733,22288,5798,8425,250,6801,256,"Citizens Bank of Kentucky, Inc.",589527,109.43287671232876,0.98,7.11,12,Commercial Lending Specialization,SM,82,0
24865,95359,284,1194,3052,4489,1467,1665,259,1167,0,First New Mexico Bank of Silver City,111143,35.37534246575343,1.34,11.27,2,Commercial Lending Specialization,NM,0,0
2794,27383,98,119,826,1025,212,519,259,202,2,The First National Bank of Dozier,33031,109.24657534246575,0.62,4.45,1,Other Specialized Lending < 1 Billion,N,0,0
1047,272722,2243,2246,8699,12546,2824,5589,211,2058,12,Bank & Trust Company,320783,116.77260273972603,0.92,8.85,7,Commercial Lending Specialization,NM,26,0
6084,27727,168,86,715,1287,478,497,252,159,0,The Farmers State Bank of Turton,31400,103.81643835616438,1.6,13.64,1,Agricultural  Specialization,NM,-2,0
22354,1089457,9213,4715,27489,53348,14654,14202,190,8381,459,Commercial Bank,1279871,42.553424657534244,1.28,13.42,31,Commercial Lending Specialization,SM,-22,0
18409,259598405,2254869,1844638,4792275,8652849,2570144,2391864,156,1578833,35134,"TD Bank, National Association",302668929,167.47123287671232,0.87,6.84,1249,All Other Specialization  > 1 Billion,N,56457,0
32178,5028502,92397,1303,62388,228942,51635,38916,187,14959,2750,Luther Burbank Savings,6935016,37.38356164383562,0.81,7.33,13,Commercial Lending Specialization,NM,0,0
16600,132214,130,467,3587,4772,1189,1690,259,1310,0,First State Bank,148108,71.91232876712328,0.8,7.77,4,Other Specialized Lending < 1 Billion,NM,0,0
2391,166258,1110,2831,6069,6528,1963,3917,259,1183,121,Security Bank,193565,88.41917808219178,1.02,9.86,7,Other Specialized Lending < 1 Billion,SM,4,0
3337,265629,1938,3734,10293,14024,4273,5784,259,2717,40,Texas National Bank,303646,98.52328767123288,1.6,17.76,6,Commercial Lending Specialization,N,-6,0
1426,560272,7628,4142,19809,33578,10088,11130,250,5648,236,Focus Bank,738397,89.41917808219178,1.32,12.7,12,Agricultural  Specialization,NM,-21,0
384,851512,4960,8342,35644,45841,10583,20294,192,12657,440,The Ohio Valley Bank Company,1014990,147.45753424657534,1.03,9.59,17,Commercial Lending Specialization,SM,0,0
22373,625699,5530,11741,23991,27305,7530,14997,190,6651,393,American National Bank & Trust,732343,42.47671232876712,1.12,9.98,9,Commercial Lending Specialization,N,-1,0
10704,35344,21,128,1013,1190,241,539,252,284,4,First State Bank,38890,116.01917808219179,0.6,7.14,3,Agricultural  Specialization,SM,0,0
26799,265970,3781,1162,9486,26400,10422,6131,252,2324,42,EvaBank,371717,32.6,2.78,12.25,7,Commercial Lending Specialization,NM,46,0
9024,122993,539,847,4771,6241,1249,2547,259,1751,0,"Calhoun County Bank, Inc.",141926,119.43835616438356,0.92,9.13,4,Mortgage Lending Specialization,NM,0,0
10821,65099,410,284,1783,2946,1007,1155,252,496,3,Clay County State Bank,76214,113.73698630136987,1.3,9.23,1,Agricultural  Specialization,NM,0,0
90040,110494,483,456,3295,4939,1241,1885,252,1210,0,Home Loan State Bank,122988,58.441095890410956,1.04,14.78,2,Commercial Lending Specialization,NM,0,0
13868,434141,4830,2108,12712,22520,6262,7386,252,3675,262,First State Bank Nebraska,563681,106.48493150684932,1.17,10.86,16,Agricultural  Specialization,SM,-3,0
17741,363412,4455,1132,12228,20093,3537,2752,252,7737,222,Biddeford Savings Bank,496339,151.8931506849315,0.72,7.25,6,Commercial Lending Specialization,SB,151,0
15282,116893,1243,640,4260,6410,1092,2448,218,1429,22,Heritage Community Bank,142400,83.78630136986301,0.78,8.36,4,Commercial Lending Specialization,NM,0,0
2247,123979,192,865,7860,8955,1437,4214,252,2137,0,Bank of the Southwest,148081,89.21095890410959,0.96,10.19,13,Commercial Lending Specialization,NM,0,0
4801,406424,4191,3363,12596,20667,4409,7279,252,4403,55,Southwest National Bank,456339,104.43013698630136,0.98,10.34,9,Commercial Lending Specialization,N,0,0
3339,413042,560,347,3935,8918,3909,2290,192,1269,0,The First National Bank of Mertzon,443331,109.43287671232876,0.96,13.78,3,Other Specialized Lending < 1 Billion,N,0,0
24303,66208,224,172,2304,3385,812,1173,259,760,30,Pavillion Bank,76582,36.33972602739726,1.06,7.97,1,Commercial Lending Specialization,NM,0,0
588,90810074,489153,1534477,2868982,4587366,2008086,1633131,153,924492,15931,Manufacturers and Traders Trust Company,119636147,163.46849315068494,1.7,13.69,833,Commercial Lending Specialization,SM,0,0
16175,495063,5142,5660,15549,24673,7051,8121,252,5999,105,West Alabama Bank & Trust,606858,74.83561643835617,1.17,8.78,14,Commercial Lending Specialization,NM,-180,0
19512,568870,6374,1809,14181,29618,7856,7368,252,4275,75,Royal Banks of Missouri,702655,53.54246575342466,1.12,7.5,13,Commercial Lending Specialization,NM,0,0
12136,72190,452,287,2509,3706,1000,1611,211,641,19,The Wilson State Bank,87197,132.9095890410959,1.14,12.13,4,Agricultural  Specialization,NM,0,0
5590,106897,582,1131,4725,6150,1597,2663,252,1492,36,The First National Bank of Winnsboro,137157,126.44109589041096,1.15,6.05,3,Commercial Lending Specialization,N,0,0
7586,358788,1524,1722,9576,15193,4161,5401,190,2462,58,The Luzerne Bank,439010,112.43561643835616,1,8.81,9,Commercial Lending Specialization,NM,-29,0
18734,167499,3049,98,4655,9643,1876,2778,259,1339,88,National Bank of New York City,231114,56.15068493150685,0.81,4.48,1,Commercial Lending Specialization,N,0,0
9669,69002,241,516,2412,3645,1194,1253,252,894,53,Fredonia Valley Bank,86423,125.44109589041096,1.47,9.34,2,All Other Specialization  < 1 Billion,NM,-8,0
11259,85088,191,1157,3732,4750,1427,2119,259,1230,11,The Gunnison Bank and Trust Company,98127,108.45753424657535,1.48,15.85,2,Commercial Lending Specialization,SM,-15,0
15205,165939,1693,221,5268,6540,-891,3613,259,1139,3,Bank3,188780,108.93698630136986,-0.55,-4.07,4,Commercial Lending Specialization,NM,0,0
14883,224171,975,1311,6604,11706,4071,3550,259,2284,184,Community State Bank,265388,88.28493150684932,1.59,15.34,4,Commercial Lending Specialization,SM,0,0
17514,1543056,9754,12526,40891,67017,26138,23726,187,11268,133,Banterra Bank,1796239,63.5013698630137,1.56,17.81,41,Commercial Lending Specialization,NM,-2,0
1829,37963,106,194,1350,1688,221,726,252,376,2,The Fairmount State Bank,44431,116.47671232876712,0.5,3.65,1,Agricultural  Specialization,SM,0,0
16247,22608,55,42,679,838,132,345,252,269,0,Neighbors Bank,27007,74.16438356164383,0.5,3.09,1,Agricultural  Specialization,NM,0,0
15546,108843,401,473,2898,4522,1636,1639,259,990,6,Chillicothe State Bank,125795,81.61643835616438,1.29,15.11,2,Agricultural  Specialization,NM,-23,0
2285,320465,2968,2209,11858,15350,2217,7220,252,3421,110,The Genoa Banking Company,376693,116.75068493150685,0.62,7.64,8,Commercial Lending Specialization,SM,22,0
23815,159496,778,937,5491,7818,1427,2883,259,1629,87,First State Bank of DeKalb County,182252,37.00547945205479,0.78,6.89,5,All Other Specialization  < 1 Billion,NM,0,0
14907,63203,166,257,1654,2640,1006,989,252,551,3,The International Bank of Amherst,73119,126.1945205479452,1.45,10.64,1,All Other Specialization  < 1 Billion,NM,-62,0
6548,327824504,2906278,9287675,12183620,16067953,7182982,7143995,148,3730961,-91314,U.S. Bank National Association,459476604,155.93424657534246,1.58,15.29,3047,All Other Specialization  > 1 Billion,N,30456,0
13058,165424,2012,1663,6270,9148,1782,3702,259,1911,71,Hiawatha National Bank,210352,102.42739726027398,0.89,8.38,5,Commercial Lending Specialization,N,0,0
2375,143478,721,1123,5288,8103,2311,3249,259,1479,34,The Bank of Waynesboro,165885,115.43835616438356,1.42,10.74,5,Commercial Lending Specialization,NM,3,0
6592,52565,195,333,1984,2234,278,850,218,981,18,The First National Bank of Germantown,59339,155.74794520547945,0.47,5.75,1,All Other Specialization  < 1 Billion,N,0,0
13580,84457,1244,740,2488,5011,1206,1382,252,797,21,Union Bank of Blair,108078,119.67397260273972,1.11,8.19,1,Commercial Lending Specialization,NM,0,0
4534,1425975,11044,18696,43403,73769,29465,23741,185,14874,180,CENTRAL BANK OF ST. LOUIS,1954653,116.6109589041096,1.57,13.19,16,Commercial Lending Specialization,SM,-32,0
4865,5938023,62004,60453,178286,323520,102744,96830,181,52809,4112,Sandy Spring Bank,8229665,119.43835616438356,1.36,10.96,56,Commercial Lending Specialization,SM,190,0
8468,2379690,2626,25972,65607,95956,38511,36059,187,21885,973,Exchange Bank,2652009,129.1150684931507,1.47,17.86,21,Commercial Lending Specialization,NM,-200,0
21848,620019,3930,1761,14089,29288,12154,8957,252,3932,33,"Quail Creek Bank, National Association",688425,44.465753424657535,1.88,18.75,1,Commercial Lending Specialization,N,-26,0
193,534712,1668,9265,22666,21784,13803,11557,252,8026,29,The Heritage Bank,590842,107.56164383561644,2.51,31.18,17,Commercial Lending Specialization,NM,0,0
9106,45385,263,46,1078,1967,599,667,250,359,3,Farmers State Bank,51408,98.20821917808219,1.23,11.26,1,Agricultural  Specialization,NM,-17,0
18199,1026870,9445,10571,39143,49937,8893,21062,187,12325,498,Newtown Savings Bank,1318237,163.72054794520548,0.69,9.39,18,Commercial Lending Specialization,SB,0,0
27567,89385,2423,51,761,3361,231,448,257,289,5,The Glen Burnie Mutual Savings Bank,97512,123.0986301369863,0.24,3.17,1,Mortgage Lending Specialization,SB,0,0
10619,1200080,10565,9610,38502,57513,13519,21069,185,11478,398,Hawthorn Bank,1473877,108.43287671232876,0.94,9.46,20,Commercial Lending Specialization,NM,0,0
15510,242792,2561,3295,10280,14713,3286,5516,259,3548,10,Ameristate Bank,272197,112.84109589041095,1.87,20.79,4,Commercial Lending Specialization,SM,0,0
10734,143870,614,664,5025,6853,1336,3125,211,1169,0,Pioneer Bank,160637,109.42465753424658,0.89,8.49,7,Agricultural  Specialization,NM,13,0
2720,3320469,27064,40567,109305,171065,57847,54890,185,43695,1303,"Community Trust Bank, Inc.",4179535,115.56164383561644,1.39,10.11,80,Commercial Lending Specialization,SM,-85,769
12225,30962,193,309,1336,1269,52,702,259,426,12,FMB Bank,36519,108.4931506849315,0.14,1.49,1,Commercial Lending Specialization,NM,-9,0
4239,5805790,43978,109744,245962,299158,100478,142304,187,67937,1126,First United Bank and Trust Company,7010234,119.43835616438356,1.52,14.78,69,Commercial Lending Specialization,NM,-429,0
16897,216143,1248,1250,7809,11213,2750,4693,259,2528,124,F&M Bank,264948,69.20821917808219,1.04,6.5,6,Commercial Lending Specialization,NM,15,0
5283,143607,402,880,5455,6047,709,2835,259,2044,11,American Bank of Beaver Dam,162082,127.95068493150686,0.46,4.45,5,Commercial Lending Specialization,NM,1,0
30387,8801490,90601,70406,351315,624822,204978,154279,163,145009,2728,FirstBank Puerto Rico,12232012,70.36164383561643,1.67,9.93,12,Commercial Lending Specialization,NM,-86,0
3612,356351,989,3144,11342,16118,5016,7271,252,2938,51,MidAmerica National Bank,412971,85.52602739726028,1.2,10.34,6,Agricultural  Specialization,N,-5,0
10458,82133,557,446,2333,3809,966,1282,252,814,1,Farmers State Bank & Trust Co.,91743,105.01643835616439,1.07,12.15,4,Agricultural  Specialization,NM,-84,0
9168,257959,3222,2012,9239,15435,3129,5298,252,3114,0,Wayne County Bank,311746,105.30958904109589,1,7.18,6,Commercial Lending Specialization,NM,-26,0
3034,318132,1428,1896,8007,16478,8770,5062,190,2206,47,The First National Bank of Las Animas,361632,118.43835616438356,2.5,21.32,6,Agricultural  Specialization,N,-69,0
26588,57435,370,296,2252,2905,450,1201,259,716,12,Dedicated Community Bank,68893,33.1945205479452,0.67,7.53,2,Commercial Lending Specialization,NM,0,0
18584,422237,4478,2074,10681,19246,5006,6286,252,2950,214,Commercial Bank,526700,56.73972602739726,0.96,10.83,10,Commercial Lending Specialization,NM,-9,0
3821,152592,379,1089,4660,6521,2421,2529,257,1172,7,The Farmers and Merchants National Bank of Nashville,174514,113.08219178082192,1.41,11.42,7,Agricultural  Specialization,N,0,0
12757,62559,444,387,2715,3077,280,1425,250,871,4,First State Bank,67629,108.43287671232876,0.44,5.78,3,Commercial Lending Specialization,NM,0,0
9860,43015,161,140,1253,1597,301,735,218,408,8,The Marblehead Bank,47424,112.26027397260275,0.63,6.91,3,Mortgage Lending Specialization,SM,-16,0
5635,235399,2318,3056,8981,12799,3776,4912,250,2714,38,Cornerstone Bank,287417,107.1013698630137,1.41,15.92,7,Agricultural  Specialization,NM,0,0
16516,11939,49,58,440,531,80,279,252,124,0,Nebraska State Bank,14152,72.47123287671234,0.58,3.66,1,Agricultural  Specialization,NM,0,0
21956,1316076,2664,9304,46166,58292,20173,27490,183,12212,402,Montecito Bank & Trust,1491726,44.18356164383562,1.43,13.33,14,Commercial Lending Specialization,NM,-92,0
324,364750,2834,4135,14642,20187,6268,9046,192,4013,22,Citizens Bank,420400,104.8958904109589,1.47,16.61,8,Commercial Lending Specialization,NM,0,0
399,23241,114,150,1122,1251,154,620,211,346,2,First Summit Bank,26847,125.02739726027397,0.58,4.35,2,Agricultural  Specialization,NM,0,0
3206,518591,3032,3817,16821,24094,7737,10161,250,3866,41,"Texas Gulf Bank, National Association",598464,105.9013698630137,1.29,12.28,9,Commercial Lending Specialization,N,0,0
22138,147775,363,641,5327,7333,4478,3204,259,1742,20,Rabun County Bank,176217,43.61643835616438,2.57,20.76,3,Commercial Lending Specialization,NM,0,0
16511,69424,116,1674,3848,3691,972,1763,259,1739,20,Tri-State Bank of Memphis,82336,72.45205479452055,1.12,7.46,1,Commercial Lending Specialization,NM,0,0
29582,29854,32,92,1339,1332,53,666,257,487,2,Pee Dee Federal Savings Bank,36183,83.47397260273972,0.15,0.85,1,Other Specialized Lending < 1 Billion,SA,0,0
14275,91814,1681,91,2240,6117,2147,1276,252,524,14,Farmers and Merchants Bank,116761,116,1.94,16.09,2,Agricultural  Specialization,NM,0,0
4178,464601,5822,1231,9229,28622,12027,5788,252,2702,67,Security Bank,544391,117.43835616438356,2.2,18.22,1,Commercial Lending Specialization,SM,0,0
28805,64768,321,175,2467,2661,35,1221,259,972,8,Sunnyside Federal Savings and Loan Association of Irvington,79990,90.41917808219178,0.04,0.34,1,Mortgage Lending Specialization,SA,0,0
5615,645629,7136,2178,20961,38259,11131,11080,250,7311,72,Chambers Bank,822303,88.65479452054795,1.39,11.51,19,Commercial Lending Specialization,NM,-163,0
14899,197475,1744,962,7140,11659,3458,3458,252,3037,86,Blue Sky Bank,222002,113.54246575342465,1.61,13.01,4,Commercial Lending Specialization,SM,-9,0
2455,122922,1161,570,3409,6021,1455,2256,252,911,65,The Bank of Brodhead,153750,123.11232876712329,0.97,6.57,1,Agricultural  Specialization,SM,26,0
30441,669510,4949,6709,26256,29376,3770,14661,252,7316,104,First Federal Bank of Louisiana,855341,69.57534246575342,0.45,3.71,17,Commercial Lending Specialization,SA,0,0
21292,753766,4750,3553,20012,33528,9035,11199,252,6070,56,PeoplesSouth Bank,821560,45.59178082191781,1.19,13.36,29,Commercial Lending Specialization,NM,-1,0
30447,41266,349,282,1500,1979,420,833,259,454,16,Rayne Building and Loan Association,56524,119.43835616438356,0.72,2.89,1,Other Specialized Lending < 1 Billion,SA,0,0
13054,45768,215,1356,2784,2542,343,1462,259,1001,4,Park Bank,55599,110.43287671232876,0.6,4,3,Commercial Lending Specialization,NM,0,0
31762,69966,542,403,3231,3859,329,1834,257,930,1,Greater State Bank,77323,45.38904109589041,0.42,4.65,4,Commercial Lending Specialization,NM,0,0
21805,218460,3036,1234,6484,12085,3286,3848,252,1641,51,First State Bank of DeQueen,245916,44.556164383561644,1.39,16.34,6,Agricultural  Specialization,SM,0,0
23749,209081,1854,2546,7900,11018,2530,4089,259,3185,190,Mission National Bank,248350,37.25753424657534,0.93,8.72,2,Commercial Lending Specialization,N,0,0
1562,47936,144,208,1607,2050,455,856,259,570,0,Peoples Bank,54745,108.72602739726027,0.84,8.8,2,Commercial Lending Specialization,NM,0,0
8681,43081,260,39,714,1845,662,410,252,277,2,Lamont Bank of St. John,49271,111.43561643835616,1.37,11.71,1,Agricultural  Specialization,NM,3,0
14140,798592,6868,5019,26847,36286,6053,14275,252,8696,315,Northfield Savings Bank,1033301,151.57260273972602,0.61,5.36,13,Commercial Lending Specialization,SB,0,0
2068,216630,1888,1271,16642,11239,-5732,11649,257,4522,42,The Fahey Banking Company,281240,154.13150684931506,-1.79,-8.7,4,Commercial Lending Specialization,NM,11,0
28841,329704,1829,347,9807,12735,1344,6632,252,2131,16,Community Savings Bank,394300,94.42191780821918,0.34,2.16,2,All Other Specialization  < 1 Billion,SB,0,0
5520,42965,166,294,1465,2313,783,804,252,606,8,The Santa Anna National Bank,49445,85.5013698630137,1.58,14.3,1,Agricultural  Specialization,N,0,0
13919,333522,1018,1673,10906,13354,3043,7487,252,2094,0,"SouthTrust Bank, N.A.",377005,85.28767123287672,0.83,7.41,6,Commercial Lending Specialization,N,0,0
7153,963844,7543,5347,30912,53032,14882,12400,185,15043,709,Mahopac Bank,1365184,92.42191780821918,1.09,11.87,14,Commercial Lending Specialization,NM,-316,0
