cert,rcon2200_total_deposits,riad4073_total_interest_expense,riad4079_total_noninterest_income,riad4093_total_noninterest_expense,riad4107_total_interest_income,riad4340_net_income,riad4135_salaries_and_employee_benefits,n_missing,riad4092_other_noninterest_expense,riad4518_other_interest_income,name,asset,age,roa,roe,offices,specialization,bank_class,riad3196_relzd_gains(loss)_on_avl-fr-sle_secs,rconk115_ln_rstr_secd_nonfarm_own_pd_90
4204,64568,427,732,3420,3579,394,1850,252,1004,0,Stroud National Bank,78473,121.23561643835616,0.5,4.52,3,All Other Specialization  < 1 Billion,N,-10,0
29637,208707,863,1806,6797,8409,1868,4388,252,1905,8,Big Horn Federal Savings Bank,253002,84.41643835616438,0.75,7.27,6,All Other Specialization  < 1 Billion,SA,0,0
17975,89238,157,467,2976,3111,429,1498,259,1240,83,The Commercial Bank Of Ozark,97353,60.15068493150685,0.46,6.27,2,All Other Specialization  < 1 Billion,NM,-3,0
22448,54053,401,259,2079,2696,421,1123,259,716,6,First State Bank,62459,42.106849315068494,0.67,5.08,2,Commercial Lending Specialization,NM,2,0
11971,2493370,34447,28441,71970,127416,37038,37807,187,23792,2454,Bar Harbor Bank & Trust,3604567,131.74246575342465,1.04,9.49,49,Commercial Lending Specialization,NM,-924,0
17094,159861,697,746,5097,9352,4009,3110,259,1529,36,HomeBank Texas,189096,67.13972602739726,2.18,21.57,4,Commercial Lending Specialization,NM,0,0
15669,284812,899,2568,8848,11307,3794,4839,252,2992,12,Mills County State Bank,315242,110.53698630136986,1.19,13.16,5,Agricultural  Specialization,NM,-52,0
9314,899183,8500,4986,27075,43461,10691,14782,252,8709,429,"Limestone Bank, Inc.",1065453,117.21369863013699,1.05,9.96,16,Commercial Lending Specialization,NM,-6,0
24342,74337,830,252,2824,4665,834,1682,259,660,30,Yorktown Bank,98332,36.320547945205476,0.88,5.66,3,Commercial Lending Specialization,NM,0,0
17214,256576,1211,829,4827,9863,3879,2893,252,1582,2,Citizens State Bank,286543,111.82465753424657,1.4,14.64,1,All Other Specialization  < 1 Billion,NM,55,0
29657,504381,8029,3420,16174,27784,5137,11405,252,3329,122,"Great Midwest Bank, S.S.B.",789322,83.18630136986302,0.67,4.31,9,Mortgage Lending Specialization,SB,0,0
8661,31999,152,188,1230,1618,264,696,259,316,17,Farmers Bank,36969,112.25205479452055,0.72,5.53,1,All Other Specialization  < 1 Billion,SM,0,0
18301,94067,1088,383,2775,6141,2661,1489,211,1008,0,First State Bank,112292,58.63013698630137,2.4,15.61,3,Agricultural  Specialization,NM,0,0
4185,149760,1601,1086,4212,7701,1962,2346,259,921,25,First Pryority Bank,171142,119.43835616438356,1.22,10.01,2,Commercial Lending Specialization,SM,0,0
28400,692188,5342,5674,21386,30432,6038,12183,192,7128,0,Westbury Bank,841135,93.42191780821918,0.74,7.96,10,Commercial Lending Specialization,NM,-61,0
4211,441679,4974,1400,10937,22876,7706,6494,192,3226,52,First National Bank of Oklahoma,499973,102.42739726027398,1.65,19.7,4,Commercial Lending Specialization,N,0,0
15091,803667,5686,10985,25762,37447,11949,14599,188,8034,156,State Bank of Cross Plains,987936,111.43561643835616,1.25,11.25,9,Commercial Lending Specialization,NM,22,0
1673,479439,14625,19097,96628,125820,9144,36900,175,47449,49,1st Financial Bank USA,678900,109.43287671232876,1.36,5.92,2,Credit-Card   Specialization,NM,0,0
8426,931307,9905,5185,20444,38458,11308,11955,185,5580,116,1st Summit Bank,1057573,95.42465753424658,1.09,12.21,16,Mortgage Lending Specialization,NM,49,0
20993,432501,4536,1883,12110,22981,5794,7736,190,2895,100,The Hardin County Bank,493844,46.1972602739726,1.16,13.68,5,Commercial Lending Specialization,SM,78,0
14604,114527,1355,215,2514,4989,1266,1340,252,906,5,Community Point Bank,129272,84.87123287671233,0.99,10.89,3,Agricultural  Specialization,NM,0,0
29679,114913,1178,1130,6033,6609,528,3225,259,2193,33,Anthem Bank & Trust,143546,104.43013698630136,0.36,3.6,5,Commercial Lending Specialization,SA,0,0
26390,784226,6261,3472,21795,35944,9469,12636,250,6711,228,Atlantic Stewardship Bank,952510,33.64109589041096,1.01,10.06,12,Commercial Lending Specialization,NM,7,0
90259,502571,1654,3087,16737,17380,1637,7518,252,6781,90,North Easton Savings Bank,554880,155.35890410958905,0.28,3.55,10,Mortgage Lending Specialization,SB,91,0
18448,89084,621,203,2435,3315,340,1309,252,891,0,Security State Bank,98318,104.64657534246575,0.35,3.78,4,Agricultural  Specialization,NM,0,0
5452,17803783,126619,349065,890821,1363904,285810,441015,179,370328,1712,First National Bank of Omaha,21582885,162.46575342465752,1.4,14.14,125,Commercial Lending Specialization,N,-692,0
90258,241852,1852,1915,9498,11116,1405,5522,218,2543,146,North Brookfield Savings Bank,314124,164.88219178082193,0.46,4.01,7,Mortgage Lending Specialization,SM,47,0
15405,155405,579,701,4015,6593,1911,2557,250,1101,10,Houghton State Bank,180675,140.45205479452054,1.05,8.65,6,Agricultural  Specialization,NM,0,0
11236,669878,4071,4213,20495,31414,8883,12624,250,5396,13,Horicon Bank,755829,122.75616438356164,1.23,12.12,15,Commercial Lending Specialization,NM,-183,0
24563,1285902,4399,7259,30321,49925,17544,17392,187,8832,225,Texas Community Bank,1440014,35.917808219178085,1.27,12.66,10,Commercial Lending Specialization,SM,0,0
31966,61673,208,501,2018,2681,963,1171,259,652,0,Security First Bank,68738,41.38630136986301,1.37,13.9,3,Commercial Lending Specialization,NM,7,0
29692,268852,4820,2863,10060,12341,377,6848,252,2095,632,Lincoln FSB of Nebraska,318389,113.43561643835616,0.11,0.92,13,Mortgage Lending Specialization,SA,-141,0
12514,312680,2226,2610,11245,13235,1754,6862,252,2815,19,Ixonia Bank,363962,101.42739726027398,0.52,4.26,7,Commercial Lending Specialization,NM,27,0
5472,234562,1833,1400,6518,11281,4225,4242,252,1351,18,Cattle Bank and Trust,280780,146.04109589041096,1.54,12.59,5,Agricultural  Specialization,NM,0,0
23647,1873433,34168,97909,112341,75680,21033,38281,185,68452,246,"TIB The Independent Bankersbank, National Association",2513109,37.32876712328767,0.84,8.17,6,All Other Specialization  > 1 Billion,N,-5,0
1147,310054,1461,4217,11105,16592,6079,6949,252,3092,103,The Peoples Bank,360468,132.06575342465754,1.71,12.15,9,Agricultural  Specialization,SM,376,0
20931,177586,678,847,5567,7098,1216,2575,259,2184,24,Damariscotta Bank & Trust Co.,198244,46.33150684931507,0.63,6.82,6,All Other Specialization  < 1 Billion,NM,0,0
10719,240798,1912,241,3471,7441,2322,2208,252,1001,28,Peoples State Bank of Hallettsville,274037,90.37260273972603,0.85,7.76,1,Agricultural  Specialization,NM,21,0
23099,54553,446,199,1631,2893,763,1046,252,303,0,The Bank of Protection,69874,39.134246575342466,1.12,8.46,3,Agricultural  Specialization,NM,-16,0
8439,387975,3471,3416,15152,24080,5350,8243,252,4729,142,Centennial Bank,463407,103.43013698630136,1.26,11.58,13,Commercial Lending Specialization,NM,-19,0
13454,378356,1586,3146,12191,17964,5315,7694,252,2932,80,Royal Bank,442832,87.09041095890412,1.25,12.01,19,Agricultural  Specialization,NM,-1,0
15593,46539,300,108,1132,2083,712,698,252,252,0,Ipswich State Bank,56254,81.13424657534246,1.3,8.39,1,Agricultural  Specialization,NM,1,0
16120,72809,692,371,2294,3715,918,1376,211,512,17,"The Riley State Bank of Riley, Kansas",87053,75.52876712328766,1.05,9.93,4,Agricultural  Specialization,NM,0,0
24015,219151,2153,1500,11187,12541,190,5692,259,4026,76,The Harbor Bank of Maryland,282599,36.68493150684932,0.16,2.15,7,Commercial Lending Specialization,NM,0,0
16167,64890,376,416,2554,2893,326,1169,252,1030,30,The Metamora State Bank,74421,75.01369863013699,0.44,4.83,3,Agricultural  Specialization,SM,0,0
2784,169404,1499,487,3164,8723,3679,1742,218,1090,112,First Bank of Boaz,234999,113.43561643835616,1.59,9.19,1,Other Specialized Lending < 1 Billion,NM,0,0
28463,43163,133,160,1787,2146,324,920,259,617,27,Liberty Bank,52695,123.44109589041096,0.6,3.92,2,Mortgage Lending Specialization,SA,0,0
13931,26958,166,370,716,1079,398,410,252,198,0,State Bank of Schaller,31296,121.43835616438356,1.16,9.25,1,Agricultural  Specialization,NM,-36,0
25869,148219,1749,78,4486,8849,2406,3037,259,1202,67,Metropolitan Bank,176216,35.71780821917808,1.42,12.73,4,Commercial Lending Specialization,NM,0,233
402,181600,992,1071,5815,9368,3511,3241,259,2059,10,Sooner State Bank,206561,116.43835616438356,1.7,15,5,Commercial Lending Specialization,NM,0,0
14556,58986,427,192,1895,2678,423,1229,252,509,14,"The Exchange State Bank of St. Paul, Kansas",71152,104.69589041095891,0.61,6.03,3,Agricultural  Specialization,NM,0,0
27943,502357,5937,1773,13071,23818,7385,7156,252,4382,209,Brentwood Bank,638378,97.42465753424658,1.18,10.68,12,Commercial Lending Specialization,SB,3591,0
307,118460,483,562,4549,5689,969,2692,259,1316,0,Landmark Bank,131761,121.6054794520548,0.75,8.02,5,Commercial Lending Specialization,NM,-4,0
31410,74959,243,902,4088,3648,1047,2420,259,1344,12,"1st Federal Savings Bank of SC, Inc.",89513,57.397260273972606,1.2,14.85,2,Mortgage Lending Specialization,SB,15,0
1051,91778,854,1063,2946,4242,1098,1553,259,1043,15,Citizens Bank,100825,105.43013698630136,1.22,13.05,3,Commercial Lending Specialization,SM,0,0
19600,1150774,10914,61477,74706,58444,18683,36415,187,29693,655,"Academy Bank, National Association",1462159,52.942465753424656,1.4,8.76,73,Commercial Lending Specialization,N,0,0
32021,267075,1313,4858,12750,12275,2693,7376,250,3725,0,Progressive Savings Bank,299045,38.95616438356164,0.91,9.42,7,Commercial Lending Specialization,NM,0,0
16396,93470,181,1424,4819,3914,308,2008,218,2216,9,Lafayette State Bank,99687,73.15890410958905,0.34,5.92,4,Agricultural  Specialization,NM,0,0
12386,191861,1448,727,5073,8800,1875,3147,252,1334,8,State Bank of Toulon,226556,115.97260273972603,0.84,7.95,3,Agricultural  Specialization,NM,12,0
26223,761077,8185,1946,16537,41579,14259,11103,190,3890,95,"Golden Bank, National Association",904503,34.04657534246575,1.66,12.78,7,Commercial Lending Specialization,N,0,0
1553,229452,635,1060,5613,9712,3220,3746,250,1424,9,The Shelby County State Bank,261370,109.84931506849315,1.24,10.91,9,Agricultural  Specialization,NM,0,0
14679,351001,1456,4450,19589,18687,1002,9923,250,7557,0,Industrial Bank,432771,84.78904109589041,0.24,2.87,7,Commercial Lending Specialization,NM,0,0
17478,290652,2712,1141,8373,16749,6717,5123,252,2550,11,FirsTier Bank,349300,63.868493150684934,2.13,14.23,7,Commercial Lending Specialization,NM,0,0
14260,42994,79,292,1820,2011,404,1181,252,522,0,Walters Bank and Trust Company,55174,85.13424657534246,0.71,3.36,1,Agricultural  Specialization,NM,0,0
17713,89180,614,407,2432,3683,733,1370,211,796,4,Durand State Bank,102333,62.31506849315068,0.72,7.13,2,Agricultural  Specialization,NM,-28,0
5797,162871,1318,617,4050,7528,2127,2436,252,692,26,Farmers State Bank,189344,97.55342465753425,1.14,10.08,8,Agricultural  Specialization,NM,0,0
2318,191997,654,1222,5520,6788,1654,3486,211,1456,0,Cornerstone Bank,206992,91.34794520547945,0.82,12.89,3,Other Specialized Lending < 1 Billion,NM,26,0
15229,1458892,21230,18335,59961,91275,20094,24025,185,33968,290,First Business Bank,1958397,110.1041095890411,1.07,10,8,Commercial Lending Specialization,NM,-4,0
11821,85407,373,638,3357,4585,1090,1934,211,1032,3,Little Horn State Bank,95405,100.42739726027398,1.19,12.1,2,Agricultural  Specialization,NM,0,0
5551,1172667,6476,18814,49121,52374,14939,30997,187,10370,159,"Extraco Banks, National Association",1429277,85.6986301369863,1.06,10.43,17,Commercial Lending Specialization,N,-1,0
15214,77169,446,317,2223,3222,731,1115,211,1017,24,The First Central National Bank of St. Paris,94325,138.84931506849315,0.77,4.74,3,Agricultural  Specialization,N,0,0
32363,464493,1741,18367,36201,23907,2640,23854,250,8420,35,"Presidential Bank, FSB",532730,34.0958904109589,0.49,4.45,10,Commercial Lending Specialization,SA,0,0
3999,230265,2449,680,4304,11984,5312,2987,252,1004,25,First National Bank in Philip,269127,112.5123287671233,1.98,16.08,2,Agricultural  Specialization,N,0,0
24516,1729389,13749,11104,27712,67898,26309,18499,161,6230,329,Interaudi Bank,2017202,35.93424657534246,1.36,17.88,2,All Other Specialization  > 1 Billion,NM,0,0
19263,213385,817,2893,8322,11454,4358,3828,252,2927,34,First National Bank of Weatherford,248003,54.57808219178082,1.79,14.46,6,Commercial Lending Specialization,N,0,0
16604,1348183,8666,16887,65586,88529,20618,41965,187,13498,423,Bank Independent,1597704,71.82465753424657,1.34,14.07,28,Commercial Lending Specialization,SM,3,0
15883,329318,2738,2583,12472,16278,2831,6861,252,4045,132,DeMotte State Bank,417499,77.32328767123288,0.69,6.11,12,Agricultural  Specialization,SM,-32,0
32025,156312,2168,1106,6026,8624,1636,3638,257,1830,46,United Bank,194650,41.38630136986301,0.86,7.13,4,Commercial Lending Specialization,SM,0,0
2320,38971,306,521,1816,2800,1049,1079,252,545,17,Peoples Bank,47763,116.34794520547945,2.23,18.15,2,Agricultural  Specialization,NM,-50,0
28515,295184,1438,1146,9842,11689,2141,5543,252,3088,3,"TrustTexas Bank, SSB",333918,98.42465753424658,0.67,6.03,6,All Other Specialization  < 1 Billion,SB,214,0
5486,191483,1664,972,4502,10702,4933,2991,252,1156,95,FirstBank of Nebraska,269734,136.9150684931507,1.94,20.35,4,Agricultural  Specialization,SM,1,0
999,53019,153,410,1929,2018,346,930,259,742,0,G. W. Jones Exchange Bank,59892,142.04931506849314,0.6,5.26,4,Other Specialized Lending < 1 Billion,SM,0,0
4009,890742,7163,17616,39205,48600,14793,23253,187,8553,213,"BankWest, Inc.",1050339,129.7835616438356,1.4,14.13,18,Agricultural  Specialization,NM,-110,0
20468,187524,1742,1354,6667,10455,2560,4240,259,1696,42,FirstState Bank,226708,47.74794520547945,1.17,9.56,3,Agricultural  Specialization,NM,0,0
29787,353533,2443,1833,8479,15988,5119,4777,192,2893,152,"First Federal Community Bank, National Association",392744,121.43835616438356,1.35,15.86,7,Commercial Lending Specialization,N,0,0
12139,33473,140,76,836,1687,522,559,252,242,18,Ford County State Bank,39093,117.43835616438356,1.32,10.08,1,Agricultural  Specialization,NM,0,0
13425,11667736,48544,168280,432966,566997,190911,233130,179,138561,912,South State Bank,14673422,85.41643835616438,1.31,7.85,179,Commercial Lending Specialization,NM,-640,0
639,139207000,1822000,7936000,7569000,4883000,2876000,3902000,153,2837000,17000,The Bank of New York Mellon,286411000,168.47123287671232,1.01,10.8,9,International Specialization,SM,-47000,0
23152,199767,1303,1920,7694,11138,2906,3832,218,3146,24,First Citizens Bank,243458,38.868493150684934,1.2,9.45,5,Commercial Lending Specialization,NM,24,0
27015,165138,3993,821,17034,14101,-6689,6965,252,5064,123,Admirals Bank,240252,52.394520547945206,-2.55,-26.07,2,Commercial Lending Specialization,SA,0,0
8126,120393,786,895,3995,4660,774,1857,259,1661,91,"Commonwealth Community Bank, Inc.",142446,90.91232876712328,0.56,4.18,4,Other Specialized Lending < 1 Billion,NM,0,0
22447,149030,955,710,4282,7208,1832,2398,252,1261,31,Wray State Bank,165765,42.11232876712329,1.14,12.06,3,Agricultural  Specialization,NM,0,0
2380,255600,1411,2031,9726,12615,2368,5784,259,1950,0,Carroll Bank and Trust,285226,111.74794520547945,0.84,8.47,8,Commercial Lending Specialization,NM,0,0
14922,248837,1730,2471,7986,11874,4481,4755,252,2132,69,F&M Bank,293391,88.41917808219178,1.57,16.18,6,Agricultural  Specialization,NM,-30,0
17348,178432,1486,1096,5451,9250,2664,3060,252,1704,15,South Story Bank & Trust,200517,64.73698630136987,1.37,14.43,3,Commercial Lending Specialization,NM,-13,0
12982,1599698,6250,18631,55598,73633,24833,32286,185,17930,921,Civista Bank,2133513,135.28493150684932,1.4,11.38,35,Commercial Lending Specialization,SM,-413,0
1003,15604866,142090,145653,407343,775966,295302,214824,179,137106,7877,Chemical Bank,21460393,102.23013698630137,1.45,10.75,230,Commercial Lending Specialization,SM,224,0
19525,340408,551,2410,12117,15706,4718,7459,252,2709,13,Mt. McKinley Bank,431138,53.47397260273973,1.14,5.52,5,Commercial Lending Specialization,SB,0,0
526,22582,48,86,1061,1088,21,509,252,461,5,Farmers State Bank,25327,104.1041095890411,0.08,0.77,1,Agricultural  Specialization,SM,-23,0
11666,1302414,5150,13313,46922,67456,20240,29747,187,11043,68,D. L. Evans Bank,1573696,114.77808219178083,1.35,15.21,35,Agricultural  Specialization,NM,57,0
4779,300931,2602,1507,8814,17499,4976,4659,252,3179,84,The First National Bank of Syracuse,341336,113.32602739726028,1.48,14.21,5,Agricultural  Specialization,N,0,0
12858,380211,4378,914,7415,17216,5625,4504,252,2497,197,Farmers Trust and Savings Bank,436231,103.16438356164383,1.33,15.5,1,Commercial Lending Specialization,NM,0,0
21083,319029,1558,4569,15677,16043,2897,8807,252,4209,22,United Mississippi Bank,357671,46.02465753424657,0.81,8.05,11,Commercial Lending Specialization,NM,0,0
12128,80852,1249,162,1906,4868,1512,1295,252,486,28,Citizens Savings Bank,113928,111.43561643835616,1.36,9.06,3,Agricultural  Specialization,NM,0,0
30664,46925,374,143,2137,2648,179,1272,257,659,2,Central Federal Savings and Loan Association of Rolla,68982,67.40547945205479,0.26,0.87,1,Commercial Lending Specialization,SA,0,0
14264,530627,4308,4684,17921,24130,6112,11195,248,3054,151,Cornhusker Bank,609929,115.79452054794521,1.03,12.44,10,Commercial Lending Specialization,SM,4,0
8725,42314,278,75,2022,2259,-513,1150,252,608,12,Cowboy State Bank,46895,107.43287671232876,-1.11,-13.81,2,Commercial Lending Specialization,SM,-246,0
19515,86514,370,450,3374,4641,1068,2029,252,916,15,Bank of Doniphan,110698,53.51780821917808,0.96,9.49,3,Agricultural  Specialization,NM,-3,0
18229,320540,2778,1384,9048,13975,2702,5261,252,2738,158,Northwest Community Bank,409545,143.92054794520547,0.68,6.2,6,Mortgage Lending Specialization,SB,359,0
8128,235866,2066,1782,10266,12190,1640,5130,259,4250,78,Hancock Bank & Trust Company,287446,130.94794520547944,0.58,5.21,7,Commercial Lending Specialization,NM,0,0
18129,1344185,11021,18182,50124,67438,16565,29851,187,12667,612,BankNewport,1665373,200.4931506849315,1.04,10.04,17,Commercial Lending Specialization,SM,12,0
16222,55307,326,402,2516,2983,388,1269,252,931,23,The Sherwood State Bank,69445,74.3890410958904,0.59,5.51,4,All Other Specialization  < 1 Billion,NM,0,0
9068,196483,523,1610,7507,10099,2655,4365,259,2144,11,Bank of Dudley,223068,113.6027397260274,1.19,10.49,5,Commercial Lending Specialization,NM,-26,0
15555,769585,6258,8606,25020,37797,10735,15591,252,6323,503,Central Bank,870984,140.45205479452054,1.28,13.97,15,Commercial Lending Specialization,SM,0,0
1439,98545,141,182,1908,4830,2923,1032,211,479,5,American Interstate Bank,117422,104.1917808219178,2.65,17.01,3,Commercial Lending Specialization,NM,0,0
22639,115248,302,453,3193,5093,1580,1767,216,1141,9,Bank of Commerce,132429,41.087671232876716,1.24,9.51,1,Commercial Lending Specialization,SM,-4,0
27235,1723138,6124,24472,61305,75441,19982,33795,187,18225,158,STAR Financial Bank,2002618,31.046575342465754,1.03,9.82,39,Commercial Lending Specialization,NM,0,56
2228,160324,465,753,6074,6990,1064,3345,252,2021,30,The Rawlins National Bank,177965,121.43835616438356,0.59,6.54,5,Commercial Lending Specialization,N,0,0
